"sno_student","questionnaire_classification_final","questionnaire_type_initial","school","sno_questionnaire","sno_statement","sno_segment","sno","statement_first","statement_unique","statement_coded_multiple","age","gender","school_grade","consent_given","what_subjects_listed","what.follow.up.statenents.given","coding_round_1_coder_1","coding_round_1_coder_2","coding_round_1_final_coding","coding_round_1_coder_agreement","coding_round_2_coder_1","coding_round_2_coder_2","coding_round_2_final_coding","coding_round_2_coder_agreement","coding_round_3_coder_1_answer_1","coding_round_3_coder_1_answer_2","coding_round_3_coder_1_answer_3","coding_round_3_coder_1_answer_4","coding_round_3_coder_2_answer_1","coding_round_3_coder_2_answer_2","coding_round_3_coder_2_answer_3","coding_round_3_coder_2_answer_4","coding_round_3_coder_agreement","coding_round_3_final_coding_overall","coding_round_3_final_coding_separate","coding_round_4.1_coder_1_answer_1","coding_round_4.1_coder_1_answer_2","coding_round_4.1_coder_1_answer_3","coding_round_4.1_coder_2_answer_1","coding_round_4.1_coder_2_answer_2","coding_round_4.1_coder_2_answer_3","coding_round_4.1_coder_agreement","coding_round_4.1_final_coding_overall","coding_round_4.1_final_coding_separate","coding_round_4.2_coder_1_answer_1","coding_round_4.2_coder_1_answer_2","coding_round_4.2_coder_2_answer_1","coding_round_4.2_coder_2_answer_2","coding_round_4.2_coder_agreement","coding_round_4.2_final_coding_overall","coding_round_4.2_final_coding_separate","comment","additional.comment","statement_Kinyarwanda","statement_English","statement_stem","statement_in_first_person","auxiliary_verb_used","verb_used","verb_negated","adverb_used","object_1_used","object_2_used","object_3_used","type","subjects.confidence","subjects.demotivation","subjects.motivation","subjects.unconfidence","biology_c","biology_d","biology_m","biology_u","chemistry_c","chemistry_d","chemistry_m","chemistry_u","english_c","english_d","english_m","english_u","entrepreneurship_c","entrepreneurship_d","entrepreneurship_m","entrepreneurship_u","french_c","french_d","french_m","french_u","geography_c","geography_d","geography_m","geography_u","history_c","history_d","history_m","history_u","ict_c","ict_d","ict_m","ict_u","kinyarwanda_c","kinyarwanda_d","kinyarwanda_m","kinyarwanda_u","kiswahili_c","kiswahili_d","kiswahili_m","kiswahili_u","literature_c","literature_d","literature_m","literature_u","mathematics_c","mathematics_d","mathematics_m","mathematics_u","physics_c","physics_d","physics_m","physics_u","religion_c","religion_d","religion_m","religion_u","sports_c","sports_d","sports_m","sports_u","mathematics_grades","physics_grades","chemistry_grades","biology_grades","kinyarwanda_grades","english_grades","geography_grades","history_grades","entrepreneurship_grades","ict_grades","religion_grades","french_grades","kiswahili_grades","literature_grades","library.and.clubs_grades","sports_grades"
"116","motivation","demotivation","A","n62","nm62_1","nm62_1_2","motivation6162_1","no","no",NA,"15","female","2","yes","mathematics,chemistry,geography,kinyarwanda,english",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","expectancy","negative",NA,NA,"expectancy",NA,NA,NA,"agreement","expectancy","expectancy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"impamvu tutagira ishyaka hari igihe uba w'umva muri wowe nta confidence ubifitemo cyangwa se ukumva bitakujyamo kumv'umva bikakunanira kandi atari uko ubyanga ahubwo ubwonko bwawe ntibubyakire vuba nk'ibindi","the reasons we do not have motivation are that at times you feel you have no confidence in yourself or you feel it does not get into your heard; you feel you are not able to but not because you hate it but because your brain does not get it as fast as other things.","ukumva bitakujyamo","yes","kumva","kujyamo",NA,NA,NA,NA,NA,"demotivation","Maths,Geo,Ikinya,Swahili,Eng,Francais,Ent,Chem","Mathematics,Chemistry,Geography,kinyarwanda,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,0,NA,NA,1,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.736,0.65,0.633,0.475,0.767,0.62,0.567,0.511,0.517,0.758,0.758,0.517,0.433,0.783,0.967,0.967
"116","motivation","demotivation","A","n62","nm62_1","nm62_1_3","motivation6162_1","no","no",NA,"15","female","2","yes","mathematics,chemistry,geography,kinyarwanda,english",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","expectancy","negative",NA,NA,"expectancy",NA,NA,NA,"agreement","expectancy","expectancy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"impamvu tutagira ishyaka hari igihe uba w'umva muri wowe nta confidence ubifitemo cyangwa se ukumva bitakujyamo kumv'umva bikakunanira kandi atari uko ubyanga ahubwo ubwonko bwawe ntibubyakire vuba nk'ibindi","the reasons we do not have motivation are that at times you feel you have no confidence in yourself or you feel it does not get into your heard; you feel you are not able to but not because you hate it but because your brain does not get it as fast as other things.","bikakunanira","yes","kumva","kunanira",NA,NA,NA,NA,NA,"demotivation","Maths,Geo,Ikinya,Swahili,Eng,Francais,Ent,Chem","Mathematics,Chemistry,Geography,kinyarwanda,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,0,NA,NA,1,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.736,0.65,0.633,0.475,0.767,0.62,0.567,0.511,0.517,0.758,0.758,0.517,0.433,0.783,0.967,0.967
"116","motivation","demotivation","A","n62","nm62_1","nm62_1_4","motivation6162_1","no","no",NA,"15","female","2","yes","mathematics,chemistry,geography,kinyarwanda,english",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","expectancy","negative",NA,NA,"expectancy",NA,NA,NA,"agreement","expectancy","expectancy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"impamvu tutagira ishyaka hari igihe uba w'umva muri wowe nta confidence ubifitemo cyangwa se ukumva bitakujyamo kumv'umva bikakunanira kandi atari uko ubyanga ahubwo ubwonko bwawe ntibubyakire vuba nk'ibindi
","the reasons we do not have motivation are that at times you feel you have no confidence in yourself or you feel it does not get into your heard; you feel you are not able to but not because you hate it but because your brain does not get it as fast as other things.","ntibubyakire vuba","yes","none","kwakira",NA,"vuba",NA,NA,NA,"demotivation","Maths,Geo,Ikinya,Swahili,Eng,Francais,Ent,Chem","Mathematics,Chemistry,Geography,kinyarwanda,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,0,NA,NA,1,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.736,0.65,0.633,0.475,0.767,0.62,0.567,0.511,0.517,0.758,0.758,0.517,0.433,0.783,0.967,0.967
"116","confidence","confidence","A","n89","nc89_1","nc89_1_1","confidence6189_1","yes","yes","no","15","female","2","yes","maths,geo,ikinya,swahili,eng,francais,ent,chem",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","expectancy",NA,NA,NA,"different",NA,NA,NA,"coder 1","expectancy","expectancy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"[empty]","[empty]","[empty]","[empty]",NA,NA,"expectancy",NA,NA,"iyo nifitiye ikizere numva ibyo ndimo nkora aribyo","when i have confident i feel like what i am doing is right","iyo nifitiye ikizere numva ibyo ndimo nkora aribyo","no","kumva","kuba",NA,NA,"byo",NA,NA,"confidence","Maths,Geo,Ikinya,Swahili,Eng,Francais,Ent,Chem","Mathematics,Chemistry,Geography,kinyarwanda,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,0,NA,NA,1,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.736,0.65,0.633,0.475,0.767,0.62,0.567,0.511,0.517,0.758,0.758,0.517,0.433,0.783,0.967,0.967
"116","confidence","confidence","A","n89","nc89_2","nc89_2_1","confidence6189_2","no","yes","no","15","female","2","yes","maths,geo,ikinya,swahili,eng,francais,ent,chem",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different","different","positive",NA,NA,"positive",NA,NA,"agreement","positive","positive","[empty]","[empty]","[empty]","[empty]",NA,NA,"value/intrinsic",NA,NA,"mba numva nezerewe cyane","i feel like rejoicing","mba numva nezerewe cyane","yes","kumva","kunezeza",NA,"cyane",NA,NA,NA,"confidence","Maths,Geo,Ikinya,Swahili,Eng,Francais,Ent,Chem","Mathematics,Chemistry,Geography,kinyarwanda,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,0,NA,NA,1,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.736,0.65,0.633,0.475,0.767,0.62,0.567,0.511,0.517,0.758,0.758,0.517,0.433,0.783,0.967,0.967
"116","confidence","confidence","A","n89","nc89_3","nc89_3_1","confidence6189_3","no","yes","no","15","female","2","yes","maths,geo,ikinya,swahili,eng,francais,ent,chem",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different","different","consequence",NA,NA,"consequence",NA,NA,"agreement","consequence","consequence","[empty]","[empty]","[empty]","[empty]",NA,NA,"consequence",NA,"expectation","mba numva ndi gutekereza neza","i fell like i am thinking well",NA,"yes",NA,NA,NA,NA,NA,NA,NA,"confidence","Maths,Geo,Ikinya,Swahili,Eng,Francais,Ent,Chem","Mathematics,Chemistry,Geography,kinyarwanda,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,0,NA,NA,1,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.736,0.65,0.633,0.475,0.767,0.62,0.567,0.511,0.517,0.758,0.758,0.517,0.433,0.783,0.967,0.967
"116","confidence","confidence","A","n89","nc89_4","nc89_4_1","confidence6189_4","no","yes","no","15","female","2","yes","maths,geo,ikinya,swahili,eng,francais,ent,chem",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","expectancy","different","different",NA,"different","different",NA,NA,"agreement","different","different","positive",NA,NA,"consequence",NA,NA,"coder 1","positive","positive","[empty]","[empty]","[empty]","[empty]",NA,NA,"value/intrinsic",NA,NA,"mba numva ndi stable niyo ngenda munzira mba numva nifitiye ikizere cyo kugera kubyifuzo byanjye","i feel stable, even when i am walking i feel confident in myself in achieving my goals","mba numva ndi stable niyo ngenda munzira mba numva nifitiye ikizere cyo kugera kubyifuzo byanjye","yes","kumva","kuba",NA,NA,"stable",NA,NA,"confidence","Maths,Geo,Ikinya,Swahili,Eng,Francais,Ent,Chem","Mathematics,Chemistry,Geography,kinyarwanda,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,0,NA,NA,1,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.736,0.65,0.633,0.475,0.767,0.62,0.567,0.511,0.517,0.758,0.758,0.517,0.433,0.783,0.967,0.967
"116","confidence","confidence","A","n89","nc89_5","nc89_5_1","confidence6189_5","no","yes","yes","15","female","2","yes","maths,geo,ikinya,swahili,eng,francais,ent,chem",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","expectancy",NA,NA,NA,"expectancy",NA,NA,NA,"agreement","expectancy","expectancy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"[empty]","[empty]","[empty]","[empty]",NA,NA,"expectancy",NA,NA,"nshobora kuba u wa mbere cyangwa nkaza mu mwanya wa hafi","i could be the first of my class or be amongst the first ones","nshobora kuba uwa mbere","yes","gushobora","kuba",NA,NA,"uwa mbere",NA,NA,"confidence","Maths,Geo,Ikinya,Swahili,Eng,Francais,Ent,Chem","Mathematics,Chemistry,Geography,kinyarwanda,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,0,NA,NA,1,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.736,0.65,0.633,0.475,0.767,0.62,0.567,0.511,0.517,0.758,0.758,0.517,0.433,0.783,0.967,0.967
"116","confidence","confidence","A","n89","nc89_5","nc89_5_2","confidence6189_5","no","no",NA,"15","female","2","yes","maths,geo,ikinya,swahili,eng,francais,ent,chem",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","expectancy",NA,NA,NA,"expectancy",NA,NA,NA,"agreement","expectancy","expectancy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"[empty]","[empty]","[empty]","[empty]",NA,NA,"expectancy",NA,NA,"nshobora kuba u wa mbere cyangwa nkaza mu mwanya wa hafi","i could be the first of my class or be amongst the first ones","nkaza mu mwanya wa hafi","yes","none","kuza",NA,NA,"mu mwanya wa hafi",NA,NA,"confidence","Maths,Geo,Ikinya,Swahili,Eng,Francais,Ent,Chem","Mathematics,Chemistry,Geography,kinyarwanda,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,0,NA,NA,1,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.736,0.65,0.633,0.475,0.767,0.62,0.567,0.511,0.517,0.758,0.758,0.517,0.433,0.783,0.967,0.967
"117","motivation","demotivation","A","n10","nm10_1","nm10_1_1","motivation6210_1","yes","yes","yes","17","male","2","yes","kinyarwanda,geography,ict,history",NA,"yes","no","yes","coder 1","demotivation","demotivation","demotivation","agreement","expectancy",NA,NA,NA,"expectancy",NA,NA,NA,"agreement","expectancy","expectancy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"nshobora kuba ntari ku w' umvva cyangwa se nta sobanukiwe","i might not have understood it or not understand it","nshobora kuba ntari ku w' umvva cyangwa se nta sobanukiwe","yes","gushobora","kumva","da/ ta",NA,NA,NA,NA,"demotivation","Kinyarwanda,Geography,ICT,History","Kinyarwanda,Geography,ICT,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.344,0.529,0.308,0.438,0.511,0.487,0.4,0.407,0.425,0.667,0.525,0.442,0.45,0.667,0.917,0.817
"117","motivation","demotivation","A","n10","nm10_1","nm10_1_2","motivation6210_1","no","no",NA,"17","male","2","yes","kinyarwanda,geography,ict,history",NA,"yes","no","yes","coder 1","demotivation","demotivation","demotivation","agreement","expectancy",NA,NA,NA,"expectancy",NA,NA,NA,"agreement","expectancy","expectancy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"nshobora kuba ntari ku w' umvva cyangwa se nta sobanukiwe","i might not have understood it or not understand it","nshobora kuba ntari ku w' umvva cyangwa se nta sobanukiwe","yes","gushobora","gusobanukirwa","da/ ta","neza",NA,NA,NA,"demotivation","Kinyarwanda,Geography,ICT,History","Kinyarwanda,Geography,ICT,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.344,0.529,0.308,0.438,0.511,0.487,0.4,0.407,0.425,0.667,0.525,0.442,0.45,0.667,0.917,0.817
"117","motivation","demotivation","A","n10","nm10_10","nm10_10_1","motivation6210_10","no","yes","yes","17","male","2","yes","kinyarwanda,geography,ict,history",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","negative","different",NA,NA,"negative","different",NA,NA,"agreement","negative/ different","different",NA,NA,NA,NA,NA,NA,NA,NA,NA,"consequence","source","source",NA,"agreement","source","other factors",NA,"personal problems","nta wu shaka cyangwa utafite bimwe mubikoresho","don’t want to or don’t have some of the materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demotivation","Kinyarwanda,Geography,ICT,History","Kinyarwanda,Geography,ICT,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.344,0.529,0.308,0.438,0.511,0.487,0.4,0.407,0.425,0.667,0.525,0.442,0.45,0.667,0.917,0.817
"117","motivation","demotivation","A","n10","nm10_10","nm10_10_2","motivation6210_10","no","no",NA,"17","male","2","yes","kinyarwanda,geography,ict,history",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","negative","different",NA,NA,"negative","different",NA,NA,"agreement","negative/ different","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"costs/emotional",NA,NA,"nta wu shaka cyangwa utafite bimwe mubikoresho","don’t want to or don’t have some of the materials","nta wu shaka","yes","none","gushaka","da/ ta",NA,NA,NA,NA,"demotivation","Kinyarwanda,Geography,ICT,History","Kinyarwanda,Geography,ICT,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.344,0.529,0.308,0.438,0.511,0.487,0.4,0.407,0.425,0.667,0.525,0.442,0.45,0.667,0.917,0.817
"117","motivation","demotivation","A","n10","nm10_2","nm10_2_1","motivation6210_2","no","yes","yes","17","male","2","yes","kinyarwanda,geography,ict,history",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","task difficulty",NA,NA,NA,"task difficulty",NA,NA,NA,"agreement","task difficulty","task difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"costs/effort",NA,NA,"ukomeye cyangwa baduhaye ibibazo byinshi","difficult or when they have given us a lot of questions","ukomeye","no","none","gukomera",NA,NA,NA,NA,NA,"demotivation","Kinyarwanda,Geography,ICT,History","Kinyarwanda,Geography,ICT,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.344,0.529,0.308,0.438,0.511,0.487,0.4,0.407,0.425,0.667,0.525,0.442,0.45,0.667,0.917,0.817
"117","motivation","demotivation","A","n10","nm10_2","nm10_2_2","motivation6210_2","no","no",NA,"17","male","2","yes","kinyarwanda,geography,ict,history",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","task difficulty",NA,NA,NA,"task difficulty",NA,NA,NA,"agreement","task difficulty","task difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"costs/effort",NA,"effort","ukomeye cyangwa baduhaye ibibazo byinshi","difficult or when they have given us a lot of questions","baduhaye ibibazo byinshi","no","none","guha",NA,NA,"ibibazo byinshi",NA,NA,"demotivation","Kinyarwanda,Geography,ICT,History","Kinyarwanda,Geography,ICT,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.344,0.529,0.308,0.438,0.511,0.487,0.4,0.407,0.425,0.667,0.525,0.442,0.45,0.667,0.917,0.817
"117","motivation","demotivation","A","n10","nm10_3","nm10_3_1","motivation6210_3","no","yes","yes","17","male","2","yes","kinyarwanda,geography,ict,history",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","expectancy",NA,NA,NA,"expectancy",NA,NA,NA,"agreement","expectancy","expectancy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"nta wu sobanukiwe cyangwa nta w'umva","when i don’t understand or i don’t get it","nta wu sobanukiwe cyangwa nta w'umva","no","none","kumva","da/ ta",NA,NA,NA,NA,"demotivation","Kinyarwanda,Geography,ICT,History","Kinyarwanda,Geography,ICT,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.344,0.529,0.308,0.438,0.511,0.487,0.4,0.407,0.425,0.667,0.525,0.442,0.45,0.667,0.917,0.817
"117","motivation","demotivation","A","n10","nm10_3","nm10_3_2","motivation6210_3","no","no",NA,"17","male","2","yes","kinyarwanda,geography,ict,history",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","expectancy",NA,NA,NA,"expectancy",NA,NA,NA,"agreement","expectancy","expectancy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"nta wu sobanukiwe cyangwa nta w'umva","when i don’t understand or i don’t get it","nta wu sobanukiwe cyangwa nta w'umva","no","none","gusobanukirwa","da/ ta",NA,NA,NA,NA,"demotivation","Kinyarwanda,Geography,ICT,History","Kinyarwanda,Geography,ICT,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.344,0.529,0.308,0.438,0.511,0.487,0.4,0.407,0.425,0.667,0.525,0.442,0.45,0.667,0.917,0.817
"117","motivation","demotivation","A","n10","nm10_4","nm10_4_1","motivation6210_4","no","yes","yes","17","male","2","yes","kinyarwanda,geography,ict,history",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","negative","expectancy",NA,NA,"negative","expectancy",NA,NA,"agreement","expectancy/ negative","expectancy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"nshobora kuba nta kunda iryosomo bitewe nuko rimeze. ntaby'umva","i might not like the subject because of what it is i don’t understand","ntabyumva","yes","none","kumva","da/ ta",NA,"isomo",NA,NA,"demotivation","Kinyarwanda,Geography,ICT,History","Kinyarwanda,Geography,ICT,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.344,0.529,0.308,0.438,0.511,0.487,0.4,0.407,0.425,0.667,0.525,0.442,0.45,0.667,0.917,0.817
"117","motivation","demotivation","A","n10","nm10_4","nm10_4_2","motivation6210_4","no","no",NA,"17","male","2","yes","kinyarwanda,geography,ict,history",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","negative","expectancy",NA,NA,"negative","expectancy",NA,NA,"agreement","expectancy/ negative","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"costs/emotional",NA,NA,"nshobora kuba nta kunda iryosomo bitewe nuko rimeze. ntaby'umva","i might not like the subject because of what it is. i don’t understand","nta kunda iryosomo","yes","gushobora","gukunda","da/ ta",NA,"isomo",NA,NA,"demotivation","Kinyarwanda,Geography,ICT,History","Kinyarwanda,Geography,ICT,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.344,0.529,0.308,0.438,0.511,0.487,0.4,0.407,0.425,0.667,0.525,0.442,0.45,0.667,0.917,0.817
"117","motivation","demotivation","A","n10","nm10_5","nm10_5_1","motivation6210_5","no","yes","no","17","male","2","yes","kinyarwanda,geography,ict,history",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different","different",NA,NA,NA,NA,NA,NA,NA,NA,NA,"source",NA,"source",NA,"agreement","source","other factors",NA,"situational factor","na rwaye cyangwa ntameze neza","when i'm ill or i  don’t fell good",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demotivation","Kinyarwanda,Geography,ICT,History","Kinyarwanda,Geography,ICT,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.344,0.529,0.308,0.438,0.511,0.487,0.4,0.407,0.425,0.667,0.525,0.442,0.45,0.667,0.917,0.817
"117","motivation","demotivation","A","n10","nm10_6","nm10_6_1","motivation6210_6","no","yes","no","17","male","2","yes","kinyarwanda,geography,ict,history",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different","different",NA,NA,NA,NA,NA,NA,NA,NA,NA,"source",NA,"source",NA,"agreement","source","other factors",NA,"personal problems","nshobora kuba mfite ibibazo bitandukanye  cyangwa mu masha umuntu aba atameze neza","might have several  problems or fell like i'm not well",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demotivation","Kinyarwanda,Geography,ICT,History","Kinyarwanda,Geography,ICT,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.344,0.529,0.308,0.438,0.511,0.487,0.4,0.407,0.425,0.667,0.525,0.442,0.45,0.667,0.917,0.817
