"sno_student","sno","data_type","questionnaire_type","school","age","gender","school_grade","consent_given","what.follow.up.statenents.given","coding_round_1_coder_1","coding_round_1_coder_2","coding_round_1_final_coding","coding_round_1_coder_agreement","coding_round_2_coder_1","coding_round_2_coder_2","coding_round_2_final_coding","coding_round_2_coder_agreement","coding_round_3_coder_1_answer_1","coding_round_3_coder_1_answer_2","coding_round_3_coder_1_answer_3","coding_round_3_coder_1_answer_4","coding_round_3_coder_2_answer_1","coding_round_3_coder_2_answer_2","coding_round_3_coder_2_answer_3","coding_round_3_coder_2_answer_4","coding_round_3_coder_agreement","coding_round_3_final_coding_overall","coding_round_4.1_coder_1_answer_1","coding_round_4.1_coder_1_answer_2","coding_round_4.1_coder_1_answer_3","coding_round_4.1_coder_2_answer_1","coding_round_4.1_coder_2_answer_2","coding_round_4.1_coder_2_answer_3","coding_round_4.1_coder_agreement","coding_round_4.1_final_coding_overall","coding_round_4.2_coder_1_answer_1","coding_round_4.2_coder_1_answer_2","coding_round_4.2_coder_2_answer_1","coding_round_4.2_coder_2_answer_2","coding_round_4.2_coder_agreement","coding_round_4.2_final_coding_overall","final_coding","expectancies","value","value/intrinsic","value/utility","value/utility/daily life","value/utility/general","value/utility/learning utility","value/utility/other","value/utility/school utility","value/utility/social utility","value/utility/useless","costs","costs/effort","costs/emotional","costs/opportunity","costs/outside","goals","goals/evaluative","goals/family support","goals/mastery","goals/normative","goals/outcome","goals/social approval","goals/social concern","goals/social responsibility","goals/social status","other factors","consequence","statement_Kinyarwanda","statement_English","statement_stem","statement_in_first_person","auxiliary_verb_used","verb_used","verb_negated","adverb_used","object_1_used","object_2_used","object_3_used","type","what_subjects_listed","subjects.confidence","subjects.demotivation","subjects.motivation","subjects.unconfidence","biology_con","biology_demot","biology_mot","biology_uncon","chemistry_con","chemistry_demot","chemistry_mot","chemistry_uncon","english_con","english_demot","english_mot","english_uncon","entrepreneurship_con","entrepreneurship_demot","entrepreneurship_mot","entrepreneurship_uncon","french_con","french_demot","french_mot","french_uncon","geography_con","geography_demot","geography_mot","geography_uncon","history_con","history_demot","history_mot","history_uncon","ict_con","ict_demot","ict_mot","ict_uncon","kinyarwanda_con","kinyarwanda_demot","kinyarwanda_mot","kinyarwanda_uncon","kiswahili_con","kiswahili_demot","kiswahili_mot","kiswahili_uncon","literature_con","literature_demot","literature_mot","literature_uncon","mathematics_con","mathematics_demot","mathematics_mot","mathematics_uncon","physics_con","physics_demot","physics_mot","physics_uncon","religion_con","religion_demot","religion_mot","religion_uncon","sports_con","sports_demot","sports_mot","sports_uncon","mathematics_grades","physics_grades","chemistry_grades","biology_grades","kinyarwanda_grades","english_grades","geography_grades","history_grades","entrepreneurship_grades","ict_grades","religion_grades","french_grades","kiswahili_grades","literature_grades","library.and.clubs_grades","sports_grades"
9,"m178_178_4","motivation","demotivation","B",15,"male","3","yes",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different",NA,NA,NA,NA,NA,NA,NA,NA,"source",NA,"source",NA,"agreement","source","other factors",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"kubera ko ababyeyi banjye baba batakoze inshingano zabo","because my parents do not take care of their responsibilities",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demotivation","french,literature","Mathematics,Physics","French,Literature","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.724,0.777,0.658,0.783,0.731,0.713,0.694,0.775,0.808,0.775,0.9,0.767,0.858,0.708,0.767,1
9,"m178_178_1","motivation","demotivation","B",15,"male","3","yes",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","different","ability",NA,NA,"different","ability",NA,NA,"agreement","ability/ different",NA,NA,NA,NA,NA,NA,NA,NA,"source",NA,"source",NA,"agreement","source","expectancies-other factors",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"mwarimu abayansobanuriye nabi nkaba ibyo yansobanuriye ntabyumvise","the teacher doesn't explain it well, and i don't get what they have explained.","ibyo yansobanuriye ntabyumvise","yes","none","kumva","da/ ta",NA,"icyo",NA,NA,"demotivation","french,literature","Mathematics,Physics","French,Literature","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.724,0.777,0.658,0.783,0.731,0.713,0.694,0.775,0.808,0.775,0.9,0.767,0.858,0.708,0.767,1
9,"m206_206_6","confidence","confidence","B",15,"male","3","yes",NA,"yes","no","yes","coder 1","confidence","confidence","confidence","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different",NA,NA,NA,NA,NA,NA,NA,NA,"source",NA,"source",NA,"agreement","source","other factors",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ngira ikizere kubera ko mba mfite abarimu babahanga banyigishije neza","i am confident because i am taught by smart/intelligent teachers",NA,"yes",NA,NA,NA,NA,NA,NA,NA,"confidence","mathematics,physics","Mathematics,Physics","French,Literature","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.724,0.777,0.658,0.783,0.731,0.713,0.694,0.775,0.808,0.775,0.9,0.767,0.858,0.708,0.767,1
9,"m206_206_5","confidence","confidence","B",15,"male","3","yes",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","ability",NA,NA,NA,"different","ability",NA,NA,"coder 1","ability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancies",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ibintu mba ndimo ndabimenyereye nkaba ndi umuhanga mu ishuri bityo nanjye nkagira ikizere nkumva ko ibintu ndibubikore","in things i am familiar with i am smart at school therefore me too i get confidence that i understand the things i am going to do","nkumva ko ibintu ndibubikore","yes","none","gukora",NA,NA,NA,NA,NA,"confidence","mathematics,physics","Mathematics,Physics","French,Literature","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.724,0.777,0.658,0.783,0.731,0.713,0.694,0.775,0.808,0.775,0.9,0.767,0.858,0.708,0.767,1
9,"m206_206_7","confidence","confidence","B",15,"male","3","yes",NA,"yes","no","yes","coder 1","confidence","confidence","confidence","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different",NA,NA,NA,NA,NA,NA,NA,NA,"source",NA,"source",NA,"agreement","source","other factors",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ngira ikizere kubera ko mba mfite abayobozi beza banyitayeho bashishikajwe ni mitsindire yanjye","i am confident because i have good and caring principals, that are interested in my success/accomplishment",NA,"yes",NA,NA,NA,NA,NA,NA,NA,"confidence","mathematics,physics","Mathematics,Physics","French,Literature","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.724,0.777,0.658,0.783,0.731,0.713,0.694,0.775,0.808,0.775,0.9,0.767,0.858,0.708,0.767,1
9,"m178_178_5","motivation","demotivation","B",15,"male","3","yes",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","negative",NA,NA,NA,"negative",NA,NA,NA,"agreement","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"costs/emotional",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"kubera ko ikigo nigaho ntagikunda","because i don't like the school i go to","ikigo nigaho ntagikunda","yes","none","gukunda","da/ ta",NA,"ikigo nigaho",NA,NA,"demotivation","french,literature","Mathematics,Physics","French,Literature","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.724,0.777,0.658,0.783,0.731,0.713,0.694,0.775,0.808,0.775,0.9,0.767,0.858,0.708,0.767,1
9,"m206_206_3","confidence","confidence","B",15,"male","3","yes",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","ability",NA,NA,NA,"different","ability",NA,NA,"agreement","ability/ different",NA,NA,NA,NA,NA,NA,NA,NA,"source",NA,"source",NA,"agreement","source","expectancies-other factors",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ibibazo mwarimu yaduhaye njye nabandi banyeshuri baba twabiganiriye bityo akagira ikizere cyo kubitsinda nkumva ndibutsinde","we talk/converse about the questions given by theacher with my fellow colleges, so then i have the confidence of succeeding and fell like i will succeed","akagira ikizere cyo kubitsinda","yes","none","gutsinda",NA,NA,NA,NA,NA,"confidence","mathematics,physics","Mathematics,Physics","French,Literature","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.724,0.777,0.658,0.783,0.731,0.713,0.694,0.775,0.808,0.775,0.9,0.767,0.858,0.708,0.767,1
10,"n117_117_1","confidence","confidence","A",13,"male","1","yes",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","different",NA,NA,NA,"different","ability",NA,NA,"coder 2","ability/ different",NA,NA,NA,NA,NA,NA,NA,NA,"consequence",NA,"consequence",NA,"agreement","consequence","expectancies-consequence",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"nzakomeza nkakora imyitozo, nkabimenya nka zatsinda nkaba umuntu ukomeye","i will continue to do exercises, learn and succeed and become powerful","nkabimenya","yes","none","kumenya",NA,NA,NA,NA,NA,"confidence","biology, chemistry, swahili","Biology, Chemistry, Swahili","Kiswahiri,Chemistry,Biology","","",1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.367,0.604,0.538,0.446,0.461,0.543,0.372,0.372,0.425,0.767,0.8,0.508,0.583,0.533,0.583,0.65
10,"n117_117_2","confidence","confidence","A",13,"male","1","yes",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different",NA,NA,NA,NA,NA,NA,NA,NA,"consequence",NA,"consequence",NA,"agreement","consequence","consequence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"kandi nki girira akamaro njyewe n'igihugu cyanjye","so i can make something of myself and my country",NA,"yes",NA,NA,NA,NA,NA,NA,NA,"confidence","biology, chemistry, swahili","Biology, Chemistry, Swahili","Kiswahiri,Chemistry,Biology","","",1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.367,0.604,0.538,0.446,0.461,0.543,0.372,0.372,0.425,0.767,0.8,0.508,0.583,0.533,0.583,0.65
10,"n51_51_2","motivation","demotivation","A",13,"male","1","yes",NA,"yes","no","no","coder 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"ariko wenda mwazangira inama nkisubira ho kuko n'umva nanjye nshaka kuzatsinda","but maybe you could advise me, and correct myself because  i too want to succeed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kiswahiri,chemistry,biology","Biology, Chemistry, Swahili","Kiswahiri,Chemistry,Biology","","",1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.367,0.604,0.538,0.446,0.461,0.543,0.372,0.372,0.425,0.767,0.8,0.508,0.583,0.533,0.583,0.65
10,"n117_117_3","confidence","confidence","A",13,"male","1","yes",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different",NA,NA,NA,NA,NA,NA,NA,NA,"consequence",NA,"consequence",NA,"agreement","consequence","consequence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"nkibeshaho nkabona umuryango wishimye","sustain/support myself and have a happy family",NA,"yes",NA,NA,NA,NA,NA,NA,NA,"confidence","biology, chemistry, swahili","Biology, Chemistry, Swahili","Kiswahiri,Chemistry,Biology","","",1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.367,0.604,0.538,0.446,0.461,0.543,0.372,0.372,0.425,0.767,0.8,0.508,0.583,0.533,0.583,0.65
10,"n51_51_1","motivation","demotivation","A",13,"male","1","yes",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","ability","negative",NA,NA,"ability",NA,NA,NA,"coder 1","ability/ negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancies-costs/emotional",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nta ba mbizi neza. iyo ntabizi ncika intege nkumva ntashaka kubikora kubera ko nubundi iyo mbikoze nkabyica nubundi mba mbona nkoreye ubusa byose ari zero","i don’t know it well. when i don’t know i get discouraged and feel like i don’t want to do it because,  when i do it and fail, i feel like it is a waste of time, it's all zero","nta ba mbizi neza","yes","none","kumenya",NA,"neza",NA,NA,NA,"demotivation","kiswahiri,chemistry,biology","Biology, Chemistry, Swahili","Kiswahiri,Chemistry,Biology","","",1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.367,0.604,0.538,0.446,0.461,0.543,0.372,0.372,0.425,0.767,0.8,0.508,0.583,0.533,0.583,0.65
10,"n117_117_4","confidence","confidence","A",13,"male","1","yes",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different",NA,NA,NA,NA,NA,NA,NA,NA,"consequence",NA,"consequence",NA,"agreement","consequence","consequence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"tukaba abakire nka zatwara n'indege kuko nyifuza nkaba n'umushakashakatsi","become wealthy/rich and would fly a plane because i wish for that and become a researcher",NA,"yes",NA,NA,NA,NA,NA,NA,NA,"confidence","biology, chemistry, swahili","Biology, Chemistry, Swahili","Kiswahiri,Chemistry,Biology","","",1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.367,0.604,0.538,0.446,0.461,0.543,0.372,0.372,0.425,0.767,0.8,0.508,0.583,0.533,0.583,0.65
10,"n117_117_5","confidence","confidence","A",13,"male","1","yes",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different",NA,NA,NA,NA,NA,NA,NA,NA,"consequence",NA,"consequence",NA,"agreement","consequence","consequence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"ari njyewe na zavumbura imiti y'indwara zose nkavumubura n'ibindi  byinshi","if it was, i would invent drugs of all types of illness and discover/ invent a lot more things",NA,"yes",NA,NA,NA,NA,NA,NA,NA,"confidence","biology, chemistry, swahili","Biology, Chemistry, Swahili","Kiswahiri,Chemistry,Biology","","",1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.367,0.604,0.538,0.446,0.461,0.543,0.372,0.372,0.425,0.767,0.8,0.508,0.583,0.533,0.583,0.65
10,"n117_117_6","confidence","confidence","A",13,"male","1","yes",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different",NA,NA,NA,NA,NA,NA,NA,NA,"consequence",NA,"consequence",NA,"agreement","consequence","consequence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"maze nka kiza isi yose kubera ko nize isi nkayi kiza tukabaho amahoro twishimye","and then i could save the whole world, because i learned about the world. we live in peace and in happiness",NA,"yes",NA,NA,NA,NA,NA,NA,NA,"confidence","biology, chemistry, swahili","Biology, Chemistry, Swahili","Kiswahiri,Chemistry,Biology","","",1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.367,0.604,0.538,0.446,0.461,0.543,0.372,0.372,0.425,0.767,0.8,0.508,0.583,0.533,0.583,0.65
11,"n121_121_1","confidence","confidence","A",15,"male","1","yes",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","ability",NA,NA,NA,"different",NA,NA,NA,"coder 1","ability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancies",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"numva ntakibazo","that it is okey/ have no problem","numva ntakibazo","yes","none","kumva",NA,NA,"ntakibazo",NA,NA,"confidence","maths,geography","Maths,Geography","Kiswahili,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.269,0.513,0.438,0.454,0.472,0.613,0.339,0.494,0.467,0.658,0.583,0.533,0.45,0.467,0.85,0.917
11,"n47_47_2","motivation","demotivation","A",15,"male","1","yes",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","ability",NA,NA,NA,"ability",NA,NA,NA,"agreement","ability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancies",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cyangwa  ntabizi","or i don't know","ntabizi","yes","none","kumenya","da/ ta",NA,NA,NA,NA,"demotivation","kiswahili,history","Maths,Geography","Kiswahili,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.269,0.513,0.438,0.454,0.472,0.613,0.339,0.494,0.467,0.658,0.583,0.533,0.45,0.467,0.85,0.917
11,"n47_47_3","motivation","demotivation","A",15,"male","1","yes",NA,"yes","yes","yes","agreement","demotivation","motivation","demotivation","coder 1","ability",NA,NA,NA,"ability",NA,NA,NA,"agreement","ability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancies",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ntigirira ikizere","i am not confident in myself","ntigirira ikizere","yes","none","kugira","da/ ta",NA,"icyizere",NA,NA,"demotivation","kiswahili,history","Maths,Geography","Kiswahili,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.269,0.513,0.438,0.454,0.472,0.613,0.339,0.494,0.467,0.658,0.583,0.533,0.45,0.467,0.85,0.917
11,"n121_121_4","confidence","confidence","A",15,"male","1","yes",NA,"yes","yes","yes","agreement","unconfidence","unconfidence","unconfidence","agreement","negative","task difficulty",NA,NA,"negative","task difficulty",NA,NA,"agreement","negative/ task difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"costs/emotional-costs/effort",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ibibazo bikomeye biruhije bikananira bintera umujinya","questions that are difficult, difficult (2x), that make you fail, make me angry","ibibazo bikomeye biruhije bikananira bintera umujinya","yes","none","gutera",NA,NA,"umujinya",NA,NA,"unconfidence","maths,geography","Maths,Geography","Kiswahili,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.269,0.513,0.438,0.454,0.472,0.613,0.339,0.494,0.467,0.658,0.583,0.533,0.45,0.467,0.85,0.917
11,"n47_47_1","motivation","demotivation","A",15,"male","1","yes",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","ability",NA,NA,NA,"ability",NA,NA,NA,"agreement","ability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancies",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"kuko bibabyananiye","it is too dififcult for me","bibabyananiye","yes","none","kunanira","da/ ta",NA,NA,NA,NA,"demotivation","kiswahili,history","Maths,Geography","Kiswahili,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.269,0.513,0.438,0.454,0.472,0.613,0.339,0.494,0.467,0.658,0.583,0.533,0.45,0.467,0.85,0.917
11,"n121_121_2","confidence","confidence","A",15,"male","1","yes",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","task difficulty",NA,NA,NA,"different",NA,NA,NA,"coder 1","task difficulty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"costs/effort",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"binyoroheye","it is easy for me","binyoroheye","no","none","koroha",NA,NA,"m/ n",NA,NA,"confidence","maths,geography","Maths,Geography","Kiswahili,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.269,0.513,0.438,0.454,0.472,0.613,0.339,0.494,0.467,0.658,0.583,0.533,0.45,0.467,0.85,0.917
11,"n121_121_3","confidence","confidence","A",15,"male","1","yes",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","positive",NA,NA,NA,"positive",NA,NA,NA,"agreement","positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"value/intrinsic",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nishimye","i am happy","nishimye","yes","none","kwishima",NA,NA,NA,NA,NA,"confidence","maths,geography","Maths,Geography","Kiswahili,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.269,0.513,0.438,0.454,0.472,0.613,0.339,0.494,0.467,0.658,0.583,0.533,0.45,0.467,0.85,0.917
12,"m49_49_4","confidence","confidence","B",15,"male","1","yes",NA,"yes","yes","no","coder 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"mbere na mbere icyo mbanza nu kwisobanurira ikibazo k'umukoro","first and foremost,i take the time understand the question in the homework",NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,"maths,kinyarwanda","Maths,Kinyarwanda","Physics,French","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0.7,0.583,0.596,0.513,0.667,0.553,0.604,0.389,0.421,0.525,0.758,0.667,0.692,0.65,0.575,0.967
