sno_student,questionnaire_classification_final,questionnaire_type_initial,school,sno_questionnaire,sno_statement,sno_segment,sno,statement_first,statement_unique,statement_coded_multiple,age,gender,school_grade,consent_given,what_subjects_listed,what follow-up statenents given,coding_round_1_coder_1,coding_round_1_coder_2,coding_round_1_final_coding,coding_round_1_coder_agreement,coding_round_2_coder_1,coding_round_2_coder_2,coding_round_2_final_coding,coding_round_2_coder_agreement,coding_round_3_coder_1_answer_1,coding_round_3_coder_1_answer_2,coding_round_3_coder_1_answer_3,coding_round_3_coder_1_answer_4,coding_round_3_coder_2_answer_1,coding_round_3_coder_2_answer_2,coding_round_3_coder_2_answer_3,coding_round_3_coder_2_answer_4,coding_round_3_coder_agreement,coding_round_3_final_coding_overall,coding_round_3_final_coding_separate,coding_round_4.1_coder_1_answer_1,coding_round_4.1_coder_1_answer_2,coding_round_4.1_coder_1_answer_3,coding_round_4.1_coder_2_answer_1,coding_round_4.1_coder_2_answer_2,coding_round_4.1_coder_2_answer_3,coding_round_4.1_coder_agreement,coding_round_4.1_final_coding_overall,coding_round_4.1_final_coding_separate,coding_round_4.2_coder_1_answer_1,coding_round_4.2_coder_1_answer_2,coding_round_4.2_coder_2_answer_1,coding_round_4.2_coder_2_answer_2,coding_round_4.2_coder_agreement,coding_round_4.2_final_coding_overall,coding_round_4.2_final_coding_separate,comment,additional comment,type,subjects.confidence,subjects.demotivation,subjects.motivation,subjects.unconfidence,biology_c,biology_d,biology_m,biology_u,chemistry_c,chemistry_d,chemistry_m,chemistry_u,english_c,english_d,english_m,english_u,entrepreneurship_c,entrepreneurship_d,entrepreneurship_m,entrepreneurship_u,french_c,french_d,french_m,french_u,geography_c,geography_d,geography_m,geography_u,history_c,history_d,history_m,history_u,ict_c,ict_d,ict_m,ict_u,kinyarwanda_c,kinyarwanda_d,kinyarwanda_m,kinyarwanda_u,kiswahili_c,kiswahili_d,kiswahili_m,kiswahili_u,literature_c,literature_d,literature_m,literature_u,mathematics_c,mathematics_d,mathematics_m,mathematics_u,physics_c,physics_d,physics_m,physics_u,religion_c,religion_d,religion_m,religion_u,sports_c,sports_d,sports_m,sports_u,mathematics_grades,physics_grades,chemistry_grades,biology_grades,kinyarwanda_grades,english_grades,geography_grades,history_grades,entrepreneurship_grades,ict_grades,religion_grades,french_grades,kiswahili_grades,literature_grades,library.and.clubs_grades,sports_grades
18,motivation,demotivation,A,N23,Nm23_5,Nm23_5_1,MOTIVATION723_5,no,yes,yes,16,Female,1,Yes,"Kiswahili,Entrepreneurship,Religion",NA,Yes,Yes,yes,AGREEMENT,Demotivation,Demotivation,demotivation,AGREEMENT,NEGATIVE,ABILITY,NA,NA,NEGATIVE,ABILITY,NA,NA,AGREEMENT,ABILITY/ NEGATIVE,ABILITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ability,NA,NA,demotivation,"Ikinyarwnda,Physics,Maths,Chemistry,History,ICT,Geography,English,Biology","Kiswahili,Entrepreneurship,Religion",,,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,0,NA,NA,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0.413,0.631,0.525,0.606,0.644,0.585,0.45,0.475,0.483,0.892,0.65,0.467,0.475,0.717,0.733,0.633
18,motivation,demotivation,A,N23,Nm23_5,Nm23_5_2,MOTIVATION723_5,no,no,NA,16,Female,1,Yes,"Kiswahili,Entrepreneurship,Religion",NA,Yes,Yes,yes,AGREEMENT,Demotivation,Demotivation,demotivation,AGREEMENT,NEGATIVE,ABILITY,NA,NA,NEGATIVE,ABILITY,NA,NA,AGREEMENT,ABILITY/ NEGATIVE,NEGATIVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,costs/emotional,NA,NA,demotivation,"Ikinyarwnda,Physics,Maths,Chemistry,History,ICT,Geography,English,Biology","Kiswahili,Entrepreneurship,Religion",,,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,0,NA,NA,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0.413,0.631,0.525,0.606,0.644,0.585,0.45,0.475,0.483,0.892,0.65,0.467,0.475,0.717,0.733,0.633
19,motivation,demotivation,A,N20,Nm20_1,Nm20_1_1,MOTIVATION920_1,yes,yes,no,15,Male,1,Yes,"Geo,Kiny,Eng,Hist,Kisw",NA,No,No,no,AGREEMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Geo,Kiny,Eng,Hist,Kisw",,"Kinyarwanda,ICTBiology,Geography",NA,0,NA,1,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,1,NA,1,NA,0,NA,0,NA,0,NA,1,NA,1,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.467,0.558,0.55,0.375,0.411,0.557,0.417,0.489,0.458,0.733,0.542,0.533,0.5,0.617,0.583,0.75
20,motivation,demotivation,B,M175,Mm175_1,Mm175_1_1,MOTIVATION13175_1,yes,yes,no,16,Male,3,Yes,"Mathematics,French,Chemistry",NA,Yes,Yes,yes,AGREEMENT,Demotivation,Demotivation,demotivation,AGREEMENT,NEGATIVE,NA,NA,NA,NEGATIVE,NA,NA,NA,AGREEMENT,NEGATIVE,NEGATIVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,consequence,CHANGED LATER,MOTIVATION,demotivation,"Biology,Geography,Physics,English","Mathematics,French,Chemistry",,,1,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.285,0.454,0.338,0.404,0.494,0.367,0.419,0.233,0.408,0.713,0.633,0.383,0.613,0.417,0.683,0.717
20,motivation,demotivation,B,M175,Mm175_10,Mm175_10_1,MOTIVATION13175_10,no,yes,no,16,Male,3,Yes,"Mathematics,French,Chemistry",NA,Yes,Yes,yes,AGREEMENT,Demotivation,Demotivation,demotivation,AGREEMENT,NEGATIVE,NA,NA,NA,NEGATIVE,NA,NA,NA,AGREEMENT,NEGATIVE,NEGATIVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,costs/emotional,NA,NA,demotivation,"Biology,Geography,Physics,English","Mathematics,French,Chemistry",,,1,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.285,0.454,0.338,0.404,0.494,0.367,0.419,0.233,0.408,0.713,0.633,0.383,0.613,0.417,0.683,0.717
20,motivation,demotivation,B,M175,Mm175_2,Mm175_2_1,MOTIVATION13175_2,no,yes,yes,16,Male,3,Yes,"Mathematics,French,Chemistry",NA,Yes,Yes,yes,AGREEMENT,Demotivation,Demotivation,demotivation,AGREEMENT,DIFFERENT,NEGATIVE,NA,NA,DIFFERENT,NA,NA,NA,CODER 1,DIFFERENT/ NEGATIVE,NEGATIVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,costs/emotional,NA,NA,demotivation,"Biology,Geography,Physics,English","Mathematics,French,Chemistry",,,1,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.285,0.454,0.338,0.404,0.494,0.367,0.419,0.233,0.408,0.713,0.633,0.383,0.613,0.417,0.683,0.717
20,motivation,demotivation,B,M175,Mm175_2,Mm175_2_2,MOTIVATION13175_2,no,no,NA,16,Male,3,Yes,"Mathematics,French,Chemistry",NA,Yes,Yes,yes,AGREEMENT,Demotivation,Demotivation,demotivation,AGREEMENT,DIFFERENT,NEGATIVE,NA,NA,DIFFERENT,NA,NA,NA,AGREEMENT,DIFFERENT/ NEGATIVE,DIFFERENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOURCE,CONSEQUENCE,SOURCE,NA,AGREEMENT,SOURCE,source,NA,SITUATIONAL FACTOR,demotivation,"Biology,Geography,Physics,English","Mathematics,French,Chemistry",,,1,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.285,0.454,0.338,0.404,0.494,0.367,0.419,0.233,0.408,0.713,0.633,0.383,0.613,0.417,0.683,0.717
20,motivation,demotivation,B,M175,Mm175_3,Mm175_3_1,MOTIVATION13175_3,no,yes,yes,16,Male,3,Yes,"Mathematics,French,Chemistry",NA,Yes,Yes,yes,AGREEMENT,Demotivation,Demotivation,demotivation,AGREEMENT,NEGATIVE,ABILITY,NA,NA,NEGATIVE,ABILITY,NA,NA,AGREEMENT,ABILITY/ NEGATIVE,ABILITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ability,NA,NA,demotivation,"Biology,Geography,Physics,English","Mathematics,French,Chemistry",,,1,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.285,0.454,0.338,0.404,0.494,0.367,0.419,0.233,0.408,0.713,0.633,0.383,0.613,0.417,0.683,0.717
20,motivation,demotivation,B,M175,Mm175_3,Mm175_3_2,MOTIVATION13175_3,no,no,NA,16,Male,3,Yes,"Mathematics,French,Chemistry",NA,Yes,Yes,yes,AGREEMENT,Demotivation,Demotivation,demotivation,AGREEMENT,NEGATIVE,ABILITY,NA,NA,NEGATIVE,ABILITY,NA,NA,AGREEMENT,ABILITY/ NEGATIVE,NEGATIVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,costs/emotional,NA,NA,demotivation,"Biology,Geography,Physics,English","Mathematics,French,Chemistry",,,1,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.285,0.454,0.338,0.404,0.494,0.367,0.419,0.233,0.408,0.713,0.633,0.383,0.613,0.417,0.683,0.717
20,motivation,demotivation,B,M175,Mm175_4,Mm175_4_1,MOTIVATION13175_4,no,yes,no,16,Male,3,Yes,"Mathematics,French,Chemistry",NA,Yes,Yes,yes,AGREEMENT,Demotivation,Demotivation,demotivation,AGREEMENT,NEGATIVE,NA,NA,NA,NEGATIVE,NA,NA,NA,AGREEMENT,NEGATIVE,NEGATIVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,costs/emotional,NA,NA,demotivation,"Biology,Geography,Physics,English","Mathematics,French,Chemistry",,,1,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.285,0.454,0.338,0.404,0.494,0.367,0.419,0.233,0.408,0.713,0.633,0.383,0.613,0.417,0.683,0.717
20,motivation,demotivation,B,M175,Mm175_5,Mm175_5_1,MOTIVATION13175_5,no,yes,no,16,Male,3,Yes,"Mathematics,French,Chemistry",NA,Yes,Yes,yes,AGREEMENT,Demotivation,Demotivation,demotivation,AGREEMENT,NEGATIVE,NA,NA,NA,NEGATIVE,NA,NA,NA,AGREEMENT,NEGATIVE,NEGATIVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,costs/emotional,NA,NA,demotivation,"Biology,Geography,Physics,English","Mathematics,French,Chemistry",,,1,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.285,0.454,0.338,0.404,0.494,0.367,0.419,0.233,0.408,0.713,0.633,0.383,0.613,0.417,0.683,0.717
20,motivation,demotivation,B,M175,Mm175_6,Mm175_6_1,MOTIVATION13175_6,no,yes,yes,16,Male,3,Yes,"Mathematics,French,Chemistry",NA,Yes,Yes,yes,AGREEMENT,Demotivation,Demotivation,demotivation,AGREEMENT,ABILITY,NA,NA,NA,NEGATIVE,NA,NA,NA,CODER 2,DIFFERENT/ NEGATIVE,NEGATIVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,costs/emotional,NA,NA,demotivation,"Biology,Geography,Physics,English","Mathematics,French,Chemistry",,,1,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.285,0.454,0.338,0.404,0.494,0.367,0.419,0.233,0.408,0.713,0.633,0.383,0.613,0.417,0.683,0.717
20,motivation,demotivation,B,M175,Mm175_6,Mm175_6_2,MOTIVATION13175_6,no,no,NA,16,Male,3,Yes,"Mathematics,French,Chemistry",NA,Yes,Yes,yes,AGREEMENT,Demotivation,Demotivation,demotivation,AGREEMENT,ABILITY,NA,NA,NA,NEGATIVE,NA,NA,NA,NONE,DIFFERENT/ NEGATIVE,DIFFERENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOURCE,NA,SOURCE,NA,NA,SOURCE,consequence,NA,MOTIVATION,demotivation,"Biology,Geography,Physics,English","Mathematics,French,Chemistry",,,1,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.285,0.454,0.338,0.404,0.494,0.367,0.419,0.233,0.408,0.713,0.633,0.383,0.613,0.417,0.683,0.717
20,motivation,demotivation,B,M175,Mm175_7,Mm175_7_1,MOTIVATION13175_7,no,yes,no,16,Male,3,Yes,"Mathematics,French,Chemistry",NA,Yes,Yes,yes,AGREEMENT,Demotivation,Demotivation,demotivation,AGREEMENT,ABILITY,NA,NA,NA,ABILITY,NA,NA,NA,AGREEMENT,ABILITY,ABILITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ability,NA,NA,demotivation,"Biology,Geography,Physics,English","Mathematics,French,Chemistry",,,1,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.285,0.454,0.338,0.404,0.494,0.367,0.419,0.233,0.408,0.713,0.633,0.383,0.613,0.417,0.683,0.717
20,motivation,demotivation,B,M175,Mm175_8,Mm175_8_1,MOTIVATION13175_8,no,yes,no,16,Male,3,Yes,"Mathematics,French,Chemistry",NA,Yes,Yes,yes,AGREEMENT,Demotivation,Demotivation,demotivation,AGREEMENT,DIFFERENT,NA,NA,NA,DIFFERENT,NA,NA,NA,AGREEMENT,DIFFERENT,DIFFERENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,CONSEQUENCE,NA,SOURCE,NA,CODER 1,CONSEQUENCE,consequence,NA,MOTIVATION,demotivation,"Biology,Geography,Physics,English","Mathematics,French,Chemistry",,,1,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.285,0.454,0.338,0.404,0.494,0.367,0.419,0.233,0.408,0.713,0.633,0.383,0.613,0.417,0.683,0.717
20,motivation,demotivation,B,M175,Mm175_9,Mm175_9_1,MOTIVATION13175_9,no,yes,no,16,Male,3,Yes,"Mathematics,French,Chemistry",NA,Yes,Yes,yes,AGREEMENT,Demotivation,Demotivation,demotivation,AGREEMENT,DIFFERENT,NA,NA,NA,OUTSIDE,NA,NA,NA,NONE,OPPORTUNITY,OPPORTUNITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,costs/opportunity,NA,NA,demotivation,"Biology,Geography,Physics,English","Mathematics,French,Chemistry",,,1,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.285,0.454,0.338,0.404,0.494,0.367,0.419,0.233,0.408,0.713,0.633,0.383,0.613,0.417,0.683,0.717
21,motivation,demotivation,A,N22,Nm22_1,Nm22_1_1,MOTIVATION1122_1,yes,yes,no,17,Male,1,Yes,"ICT,Geo,Maths","Yes, the reason why a student is demotivated is because they don’t understand those subjects, because often times, when they are going to teach, he/she feels like they don’t know it and they want…, because they don’t understand they are not hopeful that maybe a time will come when they get to understand and they just undermine it or they don’t care about it.",Yes,Yes,yes,AGREEMENT,Demotivation,Demotivation,demotivation,AGREEMENT,ABILITY,NA,NA,NA,ABILITY,NA,NA,NA,AGREEMENT,ABILITY,ABILITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ability,NA,NA,demotivation,"ICT,Kinya,Maths","ICT,Geo,Maths",,,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,1,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.475,0.592,0.508,0.471,0.567,0.547,0.444,0.533,0.467,0.708,0.758,0.508,0.525,0.567,0.7,0.85
21,motivation,demotivation,A,N22,Nm22_2,Nm22_2_1,MOTIVATION1122_2,no,yes,no,17,Male,1,Yes,"ICT,Geo,Maths",NA,Yes,Yes,yes,AGREEMENT,Demotivation,Demotivation,demotivation,AGREEMENT,ABILITY,NA,NA,NA,ABILITY,NA,NA,NA,AGREEMENT,ABILITY,ABILITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ability,NA,NA,demotivation,"ICT,Kinya,Maths","ICT,Geo,Maths",,,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,1,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.475,0.592,0.508,0.471,0.567,0.547,0.444,0.533,0.467,0.708,0.758,0.508,0.525,0.567,0.7,0.85
21,motivation,demotivation,A,N22,Nm22_3,Nm22_3_1,MOTIVATION1122_3,no,yes,no,17,Male,1,Yes,"ICT,Geo,Maths",NA,Yes,Yes,yes,AGREEMENT,Demotivation,Demotivation,demotivation,AGREEMENT,ABILITY,NA,NA,NA,NEGATIVE,NA,NA,NA,CODER 1,ABILITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ability,NA,NA,demotivation,"ICT,Kinya,Maths","ICT,Geo,Maths",,,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,1,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.475,0.592,0.508,0.471,0.567,0.547,0.444,0.533,0.467,0.708,0.758,0.508,0.525,0.567,0.7,0.85
21,motivation,demotivation,A,N22,Nm22_4,Nm22_4_1,MOTIVATION1122_4,no,yes,no,17,Male,1,Yes,"ICT,Geo,Maths",NA,Yes,Yes,yes,AGREEMENT,Demotivation,Demotivation,demotivation,AGREEMENT,ABILITY,NA,NA,NA,ABILITY,NA,NA,NA,AGREEMENT,ABILITY,ABILITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ability,NA,NA,demotivation,"ICT,Kinya,Maths","ICT,Geo,Maths",,,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,1,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.475,0.592,0.508,0.471,0.567,0.547,0.444,0.533,0.467,0.708,0.758,0.508,0.525,0.567,0.7,0.85
21,motivation,demotivation,A,N22,Nm22_5,Nm22_5_1,MOTIVATION1122_5,no,yes,no,17,Male,1,Yes,"ICT,Geo,Maths",NA,Yes,Yes,yes,AGREEMENT,Demotivation,Demotivation,demotivation,AGREEMENT,ABILITY,NA,NA,NA,NEGATIVE,NA,NA,NA,CODER 1,ABILITY,ABILITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ability,NA,NA,demotivation,"ICT,Kinya,Maths","ICT,Geo,Maths",,,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,1,1,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.475,0.592,0.508,0.471,0.567,0.547,0.444,0.533,0.467,0.708,0.758,0.508,0.525,0.567,0.7,0.85
22,motivation,motivation,A,N49,Nm49_1,Nm49_1_1,MOTIVATION1249_1,yes,yes,no,12,Male,1,Yes,"Physics,Maths,ICT,Biology,Kiswahili",NA,Yes,Yes,yes,AGREEMENT,Motivation,Motivation,motivation,AGREEMENT,POSITIVE,NA,NA,NA,ABILITY,NA,NA,NA,NONE,DIFFERENT,DIFFERENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,CONSEQUENCE,NA,CONSEQUENCE,NA,AGREEMENT,CONSEQUENCE,consequence,NA,MOTIVATION,motivation,,,"Physics,Maths,ICT,Biology,Kiswahili","Chemistry, French, Kinyarwanda , Entrepreneurship",NA,NA,1,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,0.522,0.679,0.546,0.596,0.522,0.607,0.556,0.533,0.442,0.75,0.792,0.55,0.567,0.633,0.7,0.933
22,motivation,motivation,A,N49,Nm49_2,Nm49_2_1,MOTIVATION1249_2,no,yes,no,12,Male,1,Yes,"Physics,Maths,ICT,Biology,Kiswahili",NA,Yes,No,no,CODER 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"Physics,Maths,ICT,Biology,Kiswahili","Chemistry, French, Kinyarwanda , Entrepreneurship",NA,NA,1,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,0.522,0.679,0.546,0.596,0.522,0.607,0.556,0.533,0.442,0.75,0.792,0.55,0.567,0.633,0.7,0.933
22,motivation,motivation,A,N49,Nm49_3,Nm49_3_1,MOTIVATION1249_3,no,yes,no,12,Male,1,Yes,"Physics,Maths,ICT,Biology,Kiswahili",NA,Yes,No,no,CODER 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"Physics,Maths,ICT,Biology,Kiswahili","Chemistry, French, Kinyarwanda , Entrepreneurship",NA,NA,1,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,0.522,0.679,0.546,0.596,0.522,0.607,0.556,0.533,0.442,0.75,0.792,0.55,0.567,0.633,0.7,0.933
22,motivation,motivation,A,N49,Nm49_4,Nm49_4_1,MOTIVATION1249_4,no,yes,no,12,Male,1,Yes,"Physics,Maths,ICT,Biology,Kiswahili",NA,Yes,No,no,CODER 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"Physics,Maths,ICT,Biology,Kiswahili","Chemistry, French, Kinyarwanda , Entrepreneurship",NA,NA,1,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,0.522,0.679,0.546,0.596,0.522,0.607,0.556,0.533,0.442,0.75,0.792,0.55,0.567,0.633,0.7,0.933
