"sno_student","questionnaire_classification_final","questionnaire_type_initial","school","sno_questionnaire","sno_statement","sno_segment","sno","statement_first","statement_unique","statement_coded_multiple","age","gender","school_grade","consent_given","what_subjects_listed","what follow-up statenents given","coding_round_1_coder_1","coding_round_1_coder_2","coding_round_1_final_coding","coding_round_1_coder_agreement","coding_round_2_coder_1","coding_round_2_coder_2","coding_round_2_final_coding","coding_round_2_coder_agreement","coding_round_3_coder_1_answer_1","coding_round_3_coder_1_answer_2","coding_round_3_coder_1_answer_3","coding_round_3_coder_1_answer_4","coding_round_3_coder_2_answer_1","coding_round_3_coder_2_answer_2","coding_round_3_coder_2_answer_3","coding_round_3_coder_2_answer_4","coding_round_3_coder_agreement","coding_round_3_final_coding_overall","coding_round_3_final_coding_separate","coding_round_4.1_coder_1_answer_1","coding_round_4.1_coder_1_answer_2","coding_round_4.1_coder_1_answer_3","coding_round_4.1_coder_2_answer_1","coding_round_4.1_coder_2_answer_2","coding_round_4.1_coder_2_answer_3","coding_round_4.1_coder_agreement","coding_round_4.1_final_coding_overall","coding_round_4.1_final_coding_separate","coding_round_4.2_coder_1_answer_1","coding_round_4.2_coder_1_answer_2","coding_round_4.2_coder_2_answer_1","coding_round_4.2_coder_2_answer_2","coding_round_4.2_coder_agreement","coding_round_4.2_final_coding_overall","coding_round_4.2_final_coding_separate","comment","additional comment","statement_Kinyarwanda","statement_English","type","subjects.confidence","subjects.demotivation","subjects.motivation","subjects.unconfidence","biology_c","biology_d","biology_m","biology_u","chemistry_c","chemistry_d","chemistry_m","chemistry_u","english_c","english_d","english_m","english_u","entrepreneurship_c","entrepreneurship_d","entrepreneurship_m","entrepreneurship_u","french_c","french_d","french_m","french_u","geography_c","geography_d","geography_m","geography_u","history_c","history_d","history_m","history_u","ict_c","ict_d","ict_m","ict_u","kinyarwanda_c","kinyarwanda_d","kinyarwanda_m","kinyarwanda_u","kiswahili_c","kiswahili_d","kiswahili_m","kiswahili_u","literature_c","literature_d","literature_m","literature_u","mathematics_c","mathematics_d","mathematics_m","mathematics_u","physics_c","physics_d","physics_m","physics_u","religion_c","religion_d","religion_m","religion_u","sports_c","sports_d","sports_m","sports_u","mathematics_grades","physics_grades","chemistry_grades","biology_grades","kinyarwanda_grades","english_grades","geography_grades","history_grades","entrepreneurship_grades","ict_grades","religion_grades","french_grades","kiswahili_grades","literature_grades","library.and.clubs_grades","sports_grades"
"153","motivation","motivation","A","N46","Nm46_1","Nm46_1_1","MOTIVATION8046_1","yes","yes","yes","13","Female","1","Yes","Biology,Ikinyirwanda",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","ABILITY",NA,NA,NA,"ABILITY",NA,NA,NA,"AGREEMENT","ABILITY","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"MBA N'UMVA KO NTAKIBAZO CYO KU WU KORA MFITE KUKO MBA NIZEYE KU WUTSINDA","I FEEL LIKE I HAVE NO PROBLEM DOING IT BECAUSE I AM CONFIDENT I WILL SUCCEED","motivation","","","Biology,Ikinyirwanda","Francais,Maths",NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.319,0.454,0.413,0.379,0.506,0.473,0.356,0.5,0.508,0.6,0.325,0.5,0.383,0.567,0.583,0.933
"153","motivation","motivation","A","N46","Nm46_1","Nm46_1_2","MOTIVATION8046_1","no","no",NA,"13","Female","1","Yes","Biology,Ikinyirwanda",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","ABILITY",NA,NA,NA,"ABILITY",NA,NA,NA,"AGREEMENT","ABILITY","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"MBA N'UMVA KO NTAKIBAZO CYO KU WU KORA MFITE KUKO MBA NIZEYE KU WUTSINDA","I FEEL LIKE I HAVE NO PROBLEM DOING IT BECAUSE I AM CONFIDENT I WILL SUCCEED","motivation","","","Biology,Ikinyirwanda","Francais,Maths",NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.319,0.454,0.413,0.379,0.506,0.473,0.356,0.5,0.508,0.6,0.325,0.5,0.383,0.567,0.583,0.933
"153","motivation","motivation","A","N46","Nm46_10","Nm46_10_1","MOTIVATION8046_10","no","yes","yes","13","Female","1","Yes","Biology,Ikinyirwanda",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","ABILITY","POSITIVE",NA,NA,"ABILITY","POSITIVE",NA,NA,"AGREEMENT","ABILITY/ POSITIVE","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"IYO UMUNTU AKORA ICYAZI AGIKORA YISHIMYE UKUNTU CYOROSHYE KANDI AGIRE IKIZERE","WHEN A PERSON KNOWS WHAT THEY ARE DOING THEY DO IT GLADLY BECAUSE IT IS EASY AND THEY HAVE CONFIDENCE","motivation","","","Biology,Ikinyirwanda","Francais,Maths",NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.319,0.454,0.413,0.379,0.506,0.473,0.356,0.5,0.508,0.6,0.325,0.5,0.383,0.567,0.583,0.933
"153","motivation","motivation","A","N46","Nm46_10","Nm46_10_2","MOTIVATION8046_10","no","no",NA,"13","Female","1","Yes","Biology,Ikinyirwanda",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","ABILITY","POSITIVE",NA,NA,"ABILITY","POSITIVE",NA,NA,"AGREEMENT","ABILITY/ POSITIVE","POSITIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"value/positive",NA,NA,"IYO UMUNTU AKORA ICYAZI AGIKORA YISHIMYE UKUNTU CYOROSHYE KANDI AGIRE IKIZERE","WHEN A PERSON KNOWS WHAT THEY ARE DOING THEY DO IT GLADLY BECAUSE IT IS EASY AND THEY HAVE CONFIDENCE","motivation","","","Biology,Ikinyirwanda","Francais,Maths",NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.319,0.454,0.413,0.379,0.506,0.473,0.356,0.5,0.508,0.6,0.325,0.5,0.383,0.567,0.583,0.933
"153","motivation","motivation","A","N46","Nm46_2","Nm46_2_1","MOTIVATION8046_2","no","yes","yes","13","Female","1","Yes","Biology,Ikinyirwanda",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","POSITIVE","ABILITY",NA,NA,"POSITIVE",NA,NA,NA,"CODER 1","ABILITY/ POSITIVE","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"MBA NWISHIMIYE KANDI MBA NIZEYE CYANE KO NZAWUTSINDA","I AM HAPPY AND I AM SO CONFIDENT THAT I WILL SUCCEED","motivation","","","Biology,Ikinyirwanda","Francais,Maths",NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.319,0.454,0.413,0.379,0.506,0.473,0.356,0.5,0.508,0.6,0.325,0.5,0.383,0.567,0.583,0.933
"153","motivation","motivation","A","N46","Nm46_2","Nm46_2_2","MOTIVATION8046_2","no","no",NA,"13","Female","1","Yes","Biology,Ikinyirwanda",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","POSITIVE","ABILITY",NA,NA,"POSITIVE",NA,NA,NA,"AGREEMENT","ABILITY/ POSITIVE","POSITIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"value/positive",NA,NA,"MBA NWISHIMIYE KANDI MBA NIZEYE CYANE KO NZAWUTSINDA","I AM HAPPY AND I AM SO CONFIDENT THAT I WILL SUCCEED","motivation","","","Biology,Ikinyirwanda","Francais,Maths",NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.319,0.454,0.413,0.379,0.506,0.473,0.356,0.5,0.508,0.6,0.325,0.5,0.383,0.567,0.583,0.933
"153","motivation","motivation","A","N46","Nm46_3","Nm46_3_1","MOTIVATION8046_3","no","yes","yes","13","Female","1","Yes","Biology,Ikinyirwanda",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","ABILITY","POSITIVE",NA,NA,"ABILITY","POSITIVE",NA,NA,"AGREEMENT","ABILITY/ POSITIVE","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"MBA NIZEYE UMWITOZO WO GUKORA KANDI MBA MWISHIMIYE KUKO MBA MUZI NTAKIBAZO MFITE","I AM CONFIDENT WITH THE EXERCISE I AM DOING AND I AM PLEASED BECAUSE I KNOW I HAVE NO PROBLEM","motivation","","","Biology,Ikinyirwanda","Francais,Maths",NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.319,0.454,0.413,0.379,0.506,0.473,0.356,0.5,0.508,0.6,0.325,0.5,0.383,0.567,0.583,0.933
"153","motivation","motivation","A","N46","Nm46_3","Nm46_3_2","MOTIVATION8046_3","no","no",NA,"13","Female","1","Yes","Biology,Ikinyirwanda",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","ABILITY","POSITIVE",NA,NA,"ABILITY","POSITIVE",NA,NA,"AGREEMENT","ABILITY/ POSITIVE","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"MBA NIZEYE UMWITOZO WO GUKORA KANDI MBA MWISHIMIYE KUKO MBA MUZI NTAKIBAZO MFITE","I AM CONFIDENT WITH THE EXERCISE I AM DOING AND I AM PLEASED BECAUSE I KNOW I HAVE NO PROBLEM","motivation","","","Biology,Ikinyirwanda","Francais,Maths",NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.319,0.454,0.413,0.379,0.506,0.473,0.356,0.5,0.508,0.6,0.325,0.5,0.383,0.567,0.583,0.933
"153","motivation","motivation","A","N46","Nm46_3","Nm46_3_3","MOTIVATION8046_3","no","no",NA,"13","Female","1","Yes","Biology,Ikinyirwanda",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","ABILITY","POSITIVE",NA,NA,"ABILITY","POSITIVE",NA,NA,"AGREEMENT","ABILITY/ POSITIVE","POSITIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"value/positive",NA,NA,"MBA NIZEYE UMWITOZO WO GUKORA KANDI MBA MWISHIMIYE KUKO MBA MUZI NTAKIBAZO MFITE","I AM CONFIDENT WITH THE EXERCISE I AM DOING AND I AM PLEASED BECAUSE I KNOW IT, I HAVE NO PROBLEM","motivation","","","Biology,Ikinyirwanda","Francais,Maths",NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.319,0.454,0.413,0.379,0.506,0.473,0.356,0.5,0.508,0.6,0.325,0.5,0.383,0.567,0.583,0.933
"153","motivation","motivation","A","N46","Nm46_4","Nm46_4_1","MOTIVATION8046_4","no","yes","yes","13","Female","1","Yes","Biology,Ikinyirwanda",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","ABILITY",NA,NA,NA,"ABILITY",NA,NA,NA,"AGREEMENT","ABILITY","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"MBA MFITE MORARE KANDI NIYIZEYE KUKO UKORA ICYO AZI AKORANA MORARE","I HAVE A GOOD SPIRIT AND I AM CONFIDENT BECAUSE I KNOW WHAT I'M DOING AND SO I WORK WITH A GOOD SPIRIT","motivation","","","Biology,Ikinyirwanda","Francais,Maths",NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.319,0.454,0.413,0.379,0.506,0.473,0.356,0.5,0.508,0.6,0.325,0.5,0.383,0.567,0.583,0.933
"153","motivation","motivation","A","N46","Nm46_4","Nm46_4_2","MOTIVATION8046_4","no","no",NA,"13","Female","1","Yes","Biology,Ikinyirwanda",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","ABILITY",NA,NA,NA,"ABILITY",NA,NA,NA,"AGREEMENT","ABILITY","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"MBA MFITE MORARE KANDI NIYIZEYE KUKO UKORA ICYO AZI AKORANA MORARE","I HAVE A GOOD SPIRIT AND I AM CONFIDENT BECAUSE WHEN YOU KNOW WHAT YOU ARE DOING THEN YOU WORK WITH A GOOD SPIRIT","motivation","","","Biology,Ikinyirwanda","Francais,Maths",NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.319,0.454,0.413,0.379,0.506,0.473,0.356,0.5,0.508,0.6,0.325,0.5,0.383,0.567,0.583,0.933
"153","motivation","motivation","A","N46","Nm46_5","Nm46_5_1","MOTIVATION8046_5","no","yes","yes","13","Female","1","Yes","Biology,Ikinyirwanda",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","ABILITY","POSITIVE",NA,NA,"ABILITY","POSITIVE",NA,NA,"AGREEMENT","ABILITY/ POSITIVE","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"MBA NZIKO NTA MPUNGENGE MFITE IKINDI KANDI MBA NISHIMYE ICYO NDIHO GUKORA KUBERA KO MBA NKIZI KANDI MBA NIYIZEYE","I KNOW THAT I HAVE NO WORRIES, ANOTHER THING IS THAT I AM PLEASED WITH WHAT I AM DOING  AND I KNOW WHAT I'M DOING AND I AM CONFIDENT","motivation","","","Biology,Ikinyirwanda","Francais,Maths",NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.319,0.454,0.413,0.379,0.506,0.473,0.356,0.5,0.508,0.6,0.325,0.5,0.383,0.567,0.583,0.933
"153","motivation","motivation","A","N46","Nm46_5","Nm46_5_2","MOTIVATION8046_5","no","no",NA,"13","Female","1","Yes","Biology,Ikinyirwanda",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","ABILITY","POSITIVE",NA,NA,"ABILITY","POSITIVE",NA,NA,"AGREEMENT","ABILITY/ POSITIVE","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"MBA NZIKO NTA MPUNGENGE MFITE IKINDI KANDI MBA NISHIMYE ICYO NDIHO GUKORA KUBERA KO MBA NKIZI KANDI MBA NIYIZEYE","I KNOW THAT I HAVE NO WORRIES, ANOTHER THING IS THAT I AM PLEASED WITH WHAT I AM DOING  AND I KNOW WHAT I'M DOING AND I AM CONFIDENT","motivation","","","Biology,Ikinyirwanda","Francais,Maths",NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.319,0.454,0.413,0.379,0.506,0.473,0.356,0.5,0.508,0.6,0.325,0.5,0.383,0.567,0.583,0.933
"153","motivation","motivation","A","N46","Nm46_5","Nm46_5_3","MOTIVATION8046_5","no","no",NA,"13","Female","1","Yes","Biology,Ikinyirwanda",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","ABILITY","POSITIVE",NA,NA,"ABILITY","POSITIVE",NA,NA,"AGREEMENT","ABILITY/ POSITIVE","POSITIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"value/positive",NA,NA,"MBA NZIKO NTA MPUNGENGE MFITE IKINDI KANDI MBA NISHIMYE ICYO NDIHO GUKORA KUBERA KO MBA NKIZIKANDI MBA NIYIZEYE","I KNOW THAT I HAVE NO WORRIES, ANOTHER THING IS THAT I AM PLEASED WITH WHAT I AM DOING  AND I KNOW WHAT I'M DOING AND I AM CONFIDENT","motivation","","","Biology,Ikinyirwanda","Francais,Maths",NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.319,0.454,0.413,0.379,0.506,0.473,0.356,0.5,0.508,0.6,0.325,0.5,0.383,0.567,0.583,0.933
"153","motivation","motivation","A","N46","Nm46_5","Nm46_5_4","MOTIVATION8046_5","no","no",NA,"13","Female","1","Yes","Biology,Ikinyirwanda",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","ABILITY","POSITIVE",NA,NA,"ABILITY","POSITIVE",NA,NA,"AGREEMENT","ABILITY/ POSITIVE","POSITIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"value/positive",NA,NA,"MBA NZIKO NTA MPUNGENGE MFITE IKINDI KANDI MBA NISHIMYE ICYO NDIHO GUKORA KUBERA KO MBA NKIZIKANDI MBA NIYIZEYE","I KNOW THAT I HAVE NO WORRIES, ANOTHER THING IS THAT I AM PLEASED WITH WHAT I AM DOING  AND I KNOW WHAT I'M DOING AND I AM CONFIDENT","motivation","","","Biology,Ikinyirwanda","Francais,Maths",NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.319,0.454,0.413,0.379,0.506,0.473,0.356,0.5,0.508,0.6,0.325,0.5,0.383,0.567,0.583,0.933
"153","motivation","motivation","A","N46","Nm46_6","Nm46_6_1","MOTIVATION8046_6","no","yes","yes","13","Female","1","Yes","Biology,Ikinyirwanda",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","POSITIVE","ABILITY",NA,NA,"ABILITY","DIFFERENT",NA,NA,"AGREEMENT","ABILITY/ POSITIVE","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"MBA N'UMVA KO NTA MPUNGENGE MFITE NYIKORA NISHIMYE KUKO MBA NZI KO NZAGITSINDA","I FEEL LIKE I HAVE NO ANXIETY, I DO IT GLADLY BECAUSE I KNOW THAT I WILL SUCCEED","motivation","","","Biology,Ikinyirwanda","Francais,Maths",NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.319,0.454,0.413,0.379,0.506,0.473,0.356,0.5,0.508,0.6,0.325,0.5,0.383,0.567,0.583,0.933
"153","motivation","motivation","A","N46","Nm46_6","Nm46_6_2","MOTIVATION8046_6","no","no",NA,"13","Female","1","Yes","Biology,Ikinyirwanda",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","POSITIVE","ABILITY",NA,NA,"ABILITY","DIFFERENT",NA,NA,"AGREEMENT","ABILITY/ POSITIVE","POSITIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"value/positive",NA,NA,"MBA N'UMVA KO NTA MPUNGENGE MFITE NYIKORA NISHIMYE KUKO MBA NZI KO NZAGITSINDA","I FEEL LIKE I HAVE NO WORRIES, I DO IT GLADLY BECAUSE I KNOW THAT I WILL SUCCEED","motivation","","","Biology,Ikinyirwanda","Francais,Maths",NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.319,0.454,0.413,0.379,0.506,0.473,0.356,0.5,0.508,0.6,0.325,0.5,0.383,0.567,0.583,0.933
"153","motivation","motivation","A","N46","Nm46_6","Nm46_6_3","MOTIVATION8046_6","no","no",NA,"13","Female","1","Yes","Biology,Ikinyirwanda",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","POSITIVE","ABILITY",NA,NA,"ABILITY","DIFFERENT",NA,NA,"AGREEMENT","ABILITY/ POSITIVE","POSITIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"value/positive",NA,NA,"MBA N'UMVA KO NTA MPUNGENGE MFITE NYIKORA NISHIMYE KUKO MBA NZI KO NZAGITSINDA","I FEEL LIKE I HAVE NO WORRIES, I DO IT GLADLY BECAUSE I KNOW THAT I WILL SUCCEED","motivation","","","Biology,Ikinyirwanda","Francais,Maths",NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.319,0.454,0.413,0.379,0.506,0.473,0.356,0.5,0.508,0.6,0.325,0.5,0.383,0.567,0.583,0.933
"153","motivation","motivation","A","N46","Nm46_7","Nm46_7_1","MOTIVATION8046_7","no","yes","yes","13","Female","1","Yes","Biology,Ikinyirwanda",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","ABILITY","POSITIVE",NA,NA,"ABILITY","DIFFERENT",NA,NA,"AGREEMENT","ABILITY/ POSITIVE","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"N'UMVA KO IY UMUNTU AKORA ICYAZI AGIKORA NA KURAJE [COURAGE] UBWO RERO MBANISHIMYE KUBERA KO MBA NYIZI","I FEEL LIKE WHEN A PERSON KNOWS WHAT THEY ARE DOING THEY DO IT WITH A GOOD SPIRIT, SO I AM HAPPY BECAUSE I KNOW IT","motivation","","","Biology,Ikinyirwanda","Francais,Maths",NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.319,0.454,0.413,0.379,0.506,0.473,0.356,0.5,0.508,0.6,0.325,0.5,0.383,0.567,0.583,0.933
"153","motivation","motivation","A","N46","Nm46_7","Nm46_7_2","MOTIVATION8046_7","no","no",NA,"13","Female","1","Yes","Biology,Ikinyirwanda",NA,"Yes","Yes","yes","AGREEMENT","Motivation","Motivation","motivation","AGREEMENT","ABILITY","POSITIVE",NA,NA,"ABILITY","DIFFERENT",NA,NA,"CODER 1","ABILITY/ POSITIVE","POSITIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"value/positive",NA,NA,"N'UMVA KO IY UMUNTU AKORA ICYAZI AGIKORA NA KURAJE UBWO RERO MBANISHIMYE KUBERA KO MBA NYIZI","I FEEL LIKE WHEN A PERSON KNOWS WHAT THEY ARE DOING THEY DO IT WITH A GOOD SPIRIT, SO I AM HAPPY BECAUSE I KNOW IT","motivation","","","Biology,Ikinyirwanda","Francais,Maths",NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,0.319,0.454,0.413,0.379,0.506,0.473,0.356,0.5,0.508,0.6,0.325,0.5,0.383,0.567,0.583,0.933
